IKSHC	banknote	0.751270
IKSHC	banknote	0.672689
IKSHC	banknote	0.793141
IKSHC	banknote	0.684017
IKSHC	banknote	0.787987
IKSHC	banknote	0.694803
IKSHC	banknote	0.701894
IKSHC	banknote	0.709542
IKSHC	banknote	0.699263
IKSHC	banknote	0.671735
IKSHC	control	0.795536
IKSHC	control	0.809647
IKSHC	control	0.811609
IKSHC	control	0.806243
IKSHC	control	0.810495
IKSHC	control	0.783457
IKSHC	control	0.787174
IKSHC	control	0.771632
IKSHC	control	0.817631
IKSHC	control	0.783052
IKSHC	hill	0.505429
IKSHC	hill	0.506192
IKSHC	hill	0.504995
IKSHC	hill	0.504971
IKSHC	hill	0.506948
IKSHC	hill	0.506686
IKSHC	hill	0.506525
IKSHC	hill	0.504356
IKSHC	hill	0.507914
IKSHC	hill	0.505463
IKSHC	LandCover	0.517367
IKSHC	LandCover	0.555838
IKSHC	LandCover	0.523101
IKSHC	LandCover	0.596510
IKSHC	LandCover	0.538933
IKSHC	LandCover	0.568792
IKSHC	LandCover	0.578479
IKSHC	LandCover	0.541190
IKSHC	LandCover	0.559336
IKSHC	LandCover	0.564507
IKSHC	LSVT	0.655049
IKSHC	LSVT	0.669898
IKSHC	LSVT	0.652000
IKSHC	LSVT	0.646261
IKSHC	LSVT	0.661684
IKSHC	LSVT	0.660310
IKSHC	LSVT	0.640846
IKSHC	LSVT	0.683215
IKSHC	LSVT	0.689515
IKSHC	LSVT	0.674936
IKSHC	lung	0.922010
IKSHC	lung	0.898993
IKSHC	lung	0.908509
IKSHC	lung	0.866081
IKSHC	lung	0.897092
IKSHC	lung	0.935309
IKSHC	lung	0.899093
IKSHC	lung	0.856048
IKSHC	lung	0.893551
IKSHC	lung	0.880966
IKSHC	musk	0.548795
IKSHC	musk	0.551654
IKSHC	musk	0.547965
IKSHC	musk	0.546863
IKSHC	musk	0.538888
IKSHC	musk	0.542377
IKSHC	musk	0.561679
IKSHC	musk	0.561940
IKSHC	musk	0.545706
IKSHC	musk	0.558863
IKSHC	Segment	0.627475
IKSHC	Segment	0.646705
IKSHC	Segment	0.591835
IKSHC	Segment	0.614925
IKSHC	Segment	0.628434
IKSHC	Segment	0.626429
IKSHC	Segment	0.636203
IKSHC	Segment	0.604069
IKSHC	Segment	0.647755
IKSHC	Segment	0.623216
IKSHC	shape	0.629672
IKSHC	shape	0.707296
IKSHC	shape	0.599703
IKSHC	shape	0.667368
IKSHC	shape	0.637069
IKSHC	shape	0.642458
IKSHC	shape	0.681408
IKSHC	shape	0.693594
IKSHC	shape	0.665434
IKSHC	shape	0.645503
IKSHC	wine	0.906992
IKSHC	wine	0.894329
IKSHC	wine	0.908203
IKSHC	wine	0.936795
IKSHC	wine	0.909618
IKSHC	wine	0.965406
IKSHC	wine	0.941379
IKSHC	wine	0.929497
IKSHC	wine	0.934989
IKSHC	wine	0.905032
IKSHC	diabetes	0.617697
IKSHC	diabetes	0.633050
IKSHC	diabetes	0.621871
IKSHC	diabetes	0.631772
IKSHC	diabetes	0.618819
IKSHC	diabetes	0.627084
IKSHC	diabetes	0.622432
IKSHC	diabetes	0.621736
IKSHC	diabetes	0.628593
IKSHC	diabetes	0.620281
IKSHC	seeds	0.881740
IKSHC	seeds	0.866751
IKSHC	seeds	0.900874
IKSHC	seeds	0.862939
IKSHC	seeds	0.832906
IKSHC	seeds	0.874756
IKSHC	seeds	0.872254
IKSHC	seeds	0.892760
IKSHC	seeds	0.848619
IKSHC	seeds	0.877401
IKSHC	thyroid	0.814240
IKSHC	thyroid	0.874470
IKSHC	thyroid	0.795736
IKSHC	thyroid	0.801168
IKSHC	thyroid	0.795488
IKSHC	thyroid	0.779871
IKSHC	thyroid	0.793201
IKSHC	thyroid	0.798607
IKSHC	thyroid	0.800927
IKSHC	thyroid	0.881780
IKSHC	Isolet	0.447934
IKSHC	Isolet	0.447819
IKSHC	Isolet	0.427648
IKSHC	Isolet	0.463755
IKSHC	Isolet	0.494345
IKSHC	Isolet	0.437288
IKSHC	Isolet	0.433417
IKSHC	Isolet	0.460633
IKSHC	Isolet	0.431609
IKSHC	Isolet	0.450912
IKSHC	vowel	0.200280
IKSHC	vowel	0.207186
IKSHC	vowel	0.210840
IKSHC	vowel	0.209913
IKSHC	vowel	0.214535
IKSHC	vowel	0.195546
IKSHC	vowel	0.224000
IKSHC	vowel	0.220614
IKSHC	vowel	0.224257
IKSHC	vowel	0.223083
IKSHC	WDBC	0.902597
IKSHC	WDBC	0.910781
IKSHC	WDBC	0.901901
IKSHC	WDBC	0.907702
IKSHC	WDBC	0.898896
IKSHC	WDBC	0.910516
IKSHC	WDBC	0.916997
IKSHC	WDBC	0.917331
IKSHC	WDBC	0.902275
IKSHC	WDBC	0.913744
