KERCH-C	banknote	0.7748149999999999
KERCH-C	banknote	0.768451
KERCH-C	banknote	0.6998409999999999
KERCH-C	banknote	0.779382
KERCH-C	banknote	0.920925
KERCH-C	banknote	0.743512
KERCH-C	banknote	0.7035779999999999
KERCH-C	banknote	0.820516
KERCH-C	banknote	0.848769
KERCH-C	banknote	0.8464729999999999
KERCH-C	COIL20	0.600538
KERCH-C	COIL20	0.608321
KERCH-C	COIL20	0.575879
KERCH-C	COIL20	0.613777
KERCH-C	COIL20	0.575401
KERCH-C	COIL20	0.600588
KERCH-C	COIL20	0.619962
KERCH-C	COIL20	0.6081840000000001
KERCH-C	COIL20	0.604166
KERCH-C	COIL20	0.651184
KERCH-C	ALLAML	0.711255
KERCH-C	ALLAML	0.791822
KERCH-C	ALLAML	0.743322
KERCH-C	ALLAML	0.7396020000000001
KERCH-C	ALLAML	0.759061
KERCH-C	ALLAML	0.735358
KERCH-C	ALLAML	0.720033
KERCH-C	ALLAML	0.746491
KERCH-C	ALLAML	0.7855840000000001
KERCH-C	ALLAML	0.744722
KERCH-C	Segment	0.660956
KERCH-C	Segment	0.629961
KERCH-C	Segment	0.674999
KERCH-C	Segment	0.659803
KERCH-C	Segment	0.642465
KERCH-C	Segment	0.651506
KERCH-C	Segment	0.663586
KERCH-C	Segment	0.6563260000000001
KERCH-C	Segment	0.652424
KERCH-C	Segment	0.650489
KERCH-C	shape	0.596869
KERCH-C	shape	0.645999
KERCH-C	shape	0.665343
KERCH-C	shape	0.630845
KERCH-C	shape	0.677786
KERCH-C	shape	0.660988
KERCH-C	shape	0.657175
KERCH-C	shape	0.646644
KERCH-C	shape	0.650874
KERCH-C	shape	0.684261
KERCH-C	spam	0.677463
KERCH-C	spam	0.68198
KERCH-C	spam	0.681848
KERCH-C	spam	0.680899
KERCH-C	spam	0.687267
KERCH-C	spam	0.675707
KERCH-C	spam	0.674061
KERCH-C	LandCover	0.548842
KERCH-C	LandCover	0.6019180000000001
KERCH-C	LandCover	0.588194
KERCH-C	LandCover	0.577599
KERCH-C	LandCover	0.56814
KERCH-C	LandCover	0.559584
KERCH-C	LandCover	0.537994
KERCH-C	LandCover	0.556114
KERCH-C	LandCover	0.570813
KERCH-C	LandCover	0.580663
KERCH-C	LSVT	0.672602
KERCH-C	LSVT	0.673787
KERCH-C	LSVT	0.721344
KERCH-C	LSVT	0.6935140000000001
KERCH-C	LSVT	0.700271
KERCH-C	LSVT	0.702363
KERCH-C	LSVT	0.67285
KERCH-C	LSVT	0.729297
KERCH-C	LSVT	0.6874239999999999
KERCH-C	LSVT	0.68278
KERCH-C	lung	0.856592
KERCH-C	lung	0.926528
KERCH-C	lung	0.915956
KERCH-C	lung	0.921916
KERCH-C	lung	0.86774
KERCH-C	lung	0.94101
KERCH-C	lung	0.9388350000000001
KERCH-C	lung	0.919509
KERCH-C	lung	0.9446899999999999
KERCH-C	lung	0.8956540000000001
KERCH-C	musk	0.570824
KERCH-C	musk	0.557976
KERCH-C	musk	0.5541699999999999
KERCH-C	musk	0.553883
KERCH-C	musk	0.552737
KERCH-C	musk	0.549605
KERCH-C	musk	0.5609930000000001
KERCH-C	musk	0.566265
KERCH-C	musk	0.564867
KERCH-C	musk	0.552337
KERCH-C	pendig	0.6517069999999999
KERCH-C	pendig	0.649235
KERCH-C	pendig	0.6746810000000001
KERCH-C	pendig	0.636846
KERCH-C	pendig	0.6788649999999999
KERCH-C	pendig	0.666766
KERCH-C	control	0.792656
KERCH-C	control	0.79063
KERCH-C	control	0.807704
KERCH-C	control	0.782083
KERCH-C	control	0.832832
KERCH-C	control	0.7919
KERCH-C	control	0.81212
KERCH-C	control	0.783554
KERCH-C	control	0.797096
KERCH-C	control	0.791938
KERCH-C	diabetes	0.631656
KERCH-C	diabetes	0.621049
KERCH-C	diabetes	0.632717
KERCH-C	diabetes	0.630039
KERCH-C	diabetes	0.6215470000000001
KERCH-C	diabetes	0.647694
KERCH-C	diabetes	0.623929
KERCH-C	diabetes	0.639604
KERCH-C	diabetes	0.637095
KERCH-C	diabetes	0.62541
KERCH-C	glass	0.51048
KERCH-C	glass	0.502304
KERCH-C	glass	0.515807
KERCH-C	glass	0.49836499999999995
KERCH-C	glass	0.504306
KERCH-C	glass	0.48815600000000003
KERCH-C	glass	0.483737
KERCH-C	glass	0.515346
KERCH-C	glass	0.504103
KERCH-C	glass	0.517696
KERCH-C	hill	0.5070600000000001
KERCH-C	hill	0.507207
KERCH-C	hill	0.506192
KERCH-C	hill	0.508161
KERCH-C	hill	0.506586
KERCH-C	hill	0.5068199999999999
KERCH-C	hill	0.5079899999999999
KERCH-C	hill	0.506568
KERCH-C	hill	0.509093
KERCH-C	hill	0.5062800000000001
KERCH-C	Isolet	0.49425399999999997
KERCH-C	Isolet	0.47313900000000003
KERCH-C	Isolet	0.49499399999999993
KERCH-C	Isolet	0.513959
KERCH-C	Isolet	0.5196149999999999
KERCH-C	Isolet	0.521361
KERCH-C	Isolet	0.5076229999999999
KERCH-C	Isolet	0.545555
KERCH-C	Isolet	0.49799399999999994
KERCH-C	Isolet	0.562272
KERCH-C	seeds	0.875635
KERCH-C	seeds	0.854223
KERCH-C	seeds	0.839774
KERCH-C	seeds	0.886074
KERCH-C	seeds	0.8603059999999999
KERCH-C	seeds	0.894018
KERCH-C	seeds	0.8604229999999999
KERCH-C	seeds	0.91595
KERCH-C	seeds	0.879232
KERCH-C	seeds	0.853951
KERCH-C	WDBC	0.9100950000000001
KERCH-C	WDBC	0.912359
KERCH-C	WDBC	0.922889
KERCH-C	WDBC	0.920999
KERCH-C	WDBC	0.900941
KERCH-C	WDBC	0.9028139999999999
KERCH-C	WDBC	0.9121440000000001
KERCH-C	WDBC	0.9047879999999999
KERCH-C	WDBC	0.904143
KERCH-C	WDBC	0.9048780000000001
KERCH-C	vowel	0.203647
KERCH-C	vowel	0.22149899999999997
KERCH-C	vowel	0.22355300000000003
KERCH-C	vowel	0.21039699999999997
KERCH-C	vowel	0.21326900000000001
KERCH-C	vowel	0.21945
KERCH-C	vowel	0.210889
KERCH-C	vowel	0.21557199999999999
KERCH-C	vowel	0.235727
KERCH-C	vowel	0.213797
KERCH-C	wine	0.946984
KERCH-C	wine	0.9338700000000001
KERCH-C	wine	0.872764
KERCH-C	wine	0.934267
KERCH-C	wine	0.9277110000000001
KERCH-C	wine	0.9604809999999999
KERCH-C	wine	0.9304959999999999
KERCH-C	wine	0.9474229999999999
KERCH-C	wine	0.950709
KERCH-C	wine	0.909747
